id	entrypoint	group	topic	op	canonical_path	surface	stability	layer	hidden	summary
yai.lifecycle.stack_prepare	run	lifecycle	lifecycle	stack_prepare	run lifecycle stack_prepare	plumbing	experimental	knowledge	False	lifecycle prepare operation on stack with deterministic contract and traceable outputs.
yai.lifecycle.stack_reconcile	run	lifecycle	lifecycle	stack_reconcile	run lifecycle stack_reconcile	plumbing	experimental	knowledge	False	lifecycle reconcile operation on stack with deterministic contract and traceable outputs.
yai.lifecycle.stack_reload	run	lifecycle	lifecycle	stack_reload	run lifecycle stack_reload	plumbing	experimental	knowledge	False	lifecycle reload operation on stack with deterministic contract and traceable outputs.
yai.lifecycle.stack_restart	run	lifecycle	lifecycle	stack_restart	run lifecycle stack_restart	plumbing	experimental	knowledge	False	lifecycle restart operation on stack with deterministic contract and traceable outputs.
yai.lifecycle.stack_resume	run	lifecycle	lifecycle	stack_resume	run lifecycle stack_resume	plumbing	experimental	knowledge	False	lifecycle resume operation on stack with deterministic contract and traceable outputs.
yai.lifecycle.stack_roll	run	lifecycle	lifecycle	stack_roll	run lifecycle stack_roll	plumbing	experimental	knowledge	False	lifecycle roll operation on stack with deterministic contract and traceable outputs.
yai.lifecycle.stack_shutdown	run	lifecycle	lifecycle	stack_shutdown	run lifecycle stack_shutdown	plumbing	experimental	knowledge	False	lifecycle shutdown operation on stack with deterministic contract and traceable outputs.
yai.lifecycle.stack_status	run	lifecycle	lifecycle	stack_status	run lifecycle stack_status	plumbing	experimental	knowledge	False	lifecycle status operation on stack with deterministic contract and traceable outputs.
yai.lifecycle.stack_sync	run	lifecycle	lifecycle	stack_sync	run lifecycle stack_sync	plumbing	experimental	knowledge	False	lifecycle sync operation on stack with deterministic contract and traceable outputs.
yai.lifecycle.stack_trace	run	lifecycle	lifecycle	stack_trace	run lifecycle stack_trace	plumbing	experimental	knowledge	False	lifecycle trace operation on stack with deterministic contract and traceable outputs.
yai.lifecycle.stack_up	run	lifecycle	lifecycle	stack_up	run lifecycle stack_up	plumbing	experimental	knowledge	False	lifecycle up operation on stack with deterministic contract and traceable outputs.
yai.lifecycle.stack_verify	run	lifecycle	lifecycle	stack_verify	run lifecycle stack_verify	plumbing	experimental	knowledge	False	lifecycle verify operation on stack with deterministic contract and traceable outputs.
yai.lifecycle.up	run	lifecycle	lifecycle	up	run lifecycle up	surface	stable	knowledge	False	Start stack: boot + exec + knowledge
yai.lifecycle.workspace_audit	run	lifecycle	lifecycle	workspace_audit	run lifecycle workspace_audit	plumbing	experimental	knowledge	False	lifecycle audit operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_bootstrap	run	lifecycle	lifecycle	workspace_bootstrap	run lifecycle workspace_bootstrap	plumbing	experimental	knowledge	False	lifecycle bootstrap operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_cleanup	run	lifecycle	lifecycle	workspace_cleanup	run lifecycle workspace_cleanup	plumbing	experimental	knowledge	False	lifecycle cleanup operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_down	run	lifecycle	lifecycle	workspace_down	run lifecycle workspace_down	plumbing	experimental	knowledge	False	lifecycle down operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_drain	run	lifecycle	lifecycle	workspace_drain	run lifecycle workspace_drain	plumbing	experimental	knowledge	False	lifecycle drain operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_heal	run	lifecycle	lifecycle	workspace_heal	run lifecycle workspace_heal	plumbing	experimental	knowledge	False	lifecycle heal operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_migrate	run	lifecycle	lifecycle	workspace_migrate	run lifecycle workspace_migrate	plumbing	experimental	knowledge	False	lifecycle migrate operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_pause	run	lifecycle	lifecycle	workspace_pause	run lifecycle workspace_pause	plumbing	experimental	knowledge	False	lifecycle pause operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_prepare	run	lifecycle	lifecycle	workspace_prepare	run lifecycle workspace_prepare	plumbing	experimental	knowledge	False	lifecycle prepare operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_reconcile	run	lifecycle	lifecycle	workspace_reconcile	run lifecycle workspace_reconcile	plumbing	experimental	knowledge	False	lifecycle reconcile operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_reload	run	lifecycle	lifecycle	workspace_reload	run lifecycle workspace_reload	plumbing	experimental	knowledge	False	lifecycle reload operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_restart	run	lifecycle	lifecycle	workspace_restart	run lifecycle workspace_restart	plumbing	experimental	knowledge	False	lifecycle restart operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_resume	run	lifecycle	lifecycle	workspace_resume	run lifecycle workspace_resume	plumbing	experimental	knowledge	False	lifecycle resume operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_roll	run	lifecycle	lifecycle	workspace_roll	run lifecycle workspace_roll	plumbing	experimental	knowledge	False	lifecycle roll operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_shutdown	run	lifecycle	lifecycle	workspace_shutdown	run lifecycle workspace_shutdown	plumbing	experimental	knowledge	False	lifecycle shutdown operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_status	run	lifecycle	lifecycle	workspace_status	run lifecycle workspace_status	plumbing	experimental	knowledge	False	lifecycle status operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_sync	run	lifecycle	lifecycle	workspace_sync	run lifecycle workspace_sync	plumbing	experimental	knowledge	False	lifecycle sync operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_trace	run	lifecycle	lifecycle	workspace_trace	run lifecycle workspace_trace	plumbing	experimental	knowledge	False	lifecycle trace operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_up	run	lifecycle	lifecycle	workspace_up	run lifecycle workspace_up	plumbing	experimental	knowledge	False	lifecycle up operation on workspace with deterministic contract and traceable outputs.
yai.lifecycle.workspace_verify	run	lifecycle	lifecycle	workspace_verify	run lifecycle workspace_verify	plumbing	experimental	knowledge	False	lifecycle verify operation on workspace with deterministic contract and traceable outputs.
yai.memory.archive_attach	run	memory	memory	archive_attach	run memory archive_attach	plumbing	experimental	knowledge	False	memory attach operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_audit	run	memory	memory	archive_audit	run memory archive_audit	plumbing	experimental	knowledge	False	memory audit operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_checkpoint	run	memory	memory	archive_checkpoint	run memory archive_checkpoint	plumbing	experimental	knowledge	False	memory checkpoint operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_compact	run	memory	memory	archive_compact	run memory archive_compact	plumbing	experimental	knowledge	False	memory compact operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_detach	run	memory	memory	archive_detach	run memory archive_detach	plumbing	experimental	knowledge	False	memory detach operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_embed	run	memory	memory	archive_embed	run memory archive_embed	plumbing	experimental	knowledge	False	memory embed operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_graph	run	memory	memory	archive_graph	run memory archive_graph	plumbing	experimental	knowledge	False	memory graph operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_index	run	memory	memory	archive_index	run memory archive_index	plumbing	experimental	knowledge	False	memory index operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_link	run	memory	memory	archive_link	run memory archive_link	plumbing	experimental	knowledge	False	memory link operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_prune	run	memory	memory	archive_prune	run memory archive_prune	plumbing	experimental	knowledge	False	memory prune operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_query	run	memory	memory	archive_query	run memory archive_query	plumbing	experimental	knowledge	False	memory query operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_reload	run	memory	memory	archive_reload	run memory archive_reload	plumbing	experimental	knowledge	False	memory reload operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_repair	run	memory	memory	archive_repair	run memory archive_repair	plumbing	experimental	knowledge	False	memory repair operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_restore	run	memory	memory	archive_restore	run memory archive_restore	plumbing	experimental	knowledge	False	memory restore operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_status	run	memory	memory	archive_status	run memory archive_status	plumbing	experimental	knowledge	False	memory status operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_sync	run	memory	memory	archive_sync	run memory archive_sync	plumbing	experimental	knowledge	False	memory sync operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_tag	run	memory	memory	archive_tag	run memory archive_tag	plumbing	experimental	knowledge	False	memory tag operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_trace	run	memory	memory	archive_trace	run memory archive_trace	plumbing	experimental	knowledge	False	memory trace operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_unlink	run	memory	memory	archive_unlink	run memory archive_unlink	plumbing	experimental	knowledge	False	memory unlink operation on archive with deterministic contract and traceable outputs.
yai.memory.archive_verify	run	memory	memory	archive_verify	run memory archive_verify	plumbing	experimental	knowledge	False	memory verify operation on archive with deterministic contract and traceable outputs.
yai.memory.context_attach	run	memory	memory	context_attach	run memory context_attach	plumbing	experimental	knowledge	False	memory attach operation on context with deterministic contract and traceable outputs.
yai.memory.context_audit	run	memory	memory	context_audit	run memory context_audit	plumbing	experimental	knowledge	False	memory audit operation on context with deterministic contract and traceable outputs.
yai.memory.context_checkpoint	run	memory	memory	context_checkpoint	run memory context_checkpoint	plumbing	experimental	knowledge	False	memory checkpoint operation on context with deterministic contract and traceable outputs.
yai.memory.context_compact	run	memory	memory	context_compact	run memory context_compact	plumbing	experimental	knowledge	False	memory compact operation on context with deterministic contract and traceable outputs.
yai.memory.context_detach	run	memory	memory	context_detach	run memory context_detach	plumbing	experimental	knowledge	False	memory detach operation on context with deterministic contract and traceable outputs.
yai.memory.context_embed	run	memory	memory	context_embed	run memory context_embed	plumbing	experimental	knowledge	False	memory embed operation on context with deterministic contract and traceable outputs.
yai.memory.context_graph	run	memory	memory	context_graph	run memory context_graph	plumbing	experimental	knowledge	False	memory graph operation on context with deterministic contract and traceable outputs.
yai.memory.context_index	run	memory	memory	context_index	run memory context_index	plumbing	experimental	knowledge	False	memory index operation on context with deterministic contract and traceable outputs.
yai.memory.context_link	run	memory	memory	context_link	run memory context_link	plumbing	experimental	knowledge	False	memory link operation on context with deterministic contract and traceable outputs.
yai.memory.context_prune	run	memory	memory	context_prune	run memory context_prune	plumbing	experimental	knowledge	False	memory prune operation on context with deterministic contract and traceable outputs.
yai.memory.context_query	run	memory	memory	context_query	run memory context_query	plumbing	experimental	knowledge	False	memory query operation on context with deterministic contract and traceable outputs.
yai.memory.context_reload	run	memory	memory	context_reload	run memory context_reload	plumbing	experimental	knowledge	False	memory reload operation on context with deterministic contract and traceable outputs.
yai.memory.context_repair	run	memory	memory	context_repair	run memory context_repair	plumbing	experimental	knowledge	False	memory repair operation on context with deterministic contract and traceable outputs.
yai.memory.context_restore	run	memory	memory	context_restore	run memory context_restore	plumbing	experimental	knowledge	False	memory restore operation on context with deterministic contract and traceable outputs.
yai.memory.context_status	run	memory	memory	context_status	run memory context_status	plumbing	experimental	knowledge	False	memory status operation on context with deterministic contract and traceable outputs.
yai.memory.context_sync	run	memory	memory	context_sync	run memory context_sync	plumbing	experimental	knowledge	False	memory sync operation on context with deterministic contract and traceable outputs.
yai.memory.context_tag	run	memory	memory	context_tag	run memory context_tag	plumbing	experimental	knowledge	False	memory tag operation on context with deterministic contract and traceable outputs.
yai.memory.context_trace	run	memory	memory	context_trace	run memory context_trace	plumbing	experimental	knowledge	False	memory trace operation on context with deterministic contract and traceable outputs.
yai.memory.context_unlink	run	memory	memory	context_unlink	run memory context_unlink	plumbing	experimental	knowledge	False	memory unlink operation on context with deterministic contract and traceable outputs.
yai.memory.context_verify	run	memory	memory	context_verify	run memory context_verify	plumbing	experimental	knowledge	False	memory verify operation on context with deterministic contract and traceable outputs.
yai.memory.edge_attach	run	memory	memory	edge_attach	run memory edge_attach	plumbing	experimental	knowledge	False	memory attach operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_audit	run	memory	memory	edge_audit	run memory edge_audit	plumbing	experimental	knowledge	False	memory audit operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_checkpoint	run	memory	memory	edge_checkpoint	run memory edge_checkpoint	plumbing	experimental	knowledge	False	memory checkpoint operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_compact	run	memory	memory	edge_compact	run memory edge_compact	plumbing	experimental	knowledge	False	memory compact operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_detach	run	memory	memory	edge_detach	run memory edge_detach	plumbing	experimental	knowledge	False	memory detach operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_embed	run	memory	memory	edge_embed	run memory edge_embed	plumbing	experimental	knowledge	False	memory embed operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_graph	run	memory	memory	edge_graph	run memory edge_graph	plumbing	experimental	knowledge	False	memory graph operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_index	run	memory	memory	edge_index	run memory edge_index	plumbing	experimental	knowledge	False	memory index operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_link	run	memory	memory	edge_link	run memory edge_link	plumbing	experimental	knowledge	False	memory link operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_prune	run	memory	memory	edge_prune	run memory edge_prune	plumbing	experimental	knowledge	False	memory prune operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_query	run	memory	memory	edge_query	run memory edge_query	plumbing	experimental	knowledge	False	memory query operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_reload	run	memory	memory	edge_reload	run memory edge_reload	plumbing	experimental	knowledge	False	memory reload operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_repair	run	memory	memory	edge_repair	run memory edge_repair	plumbing	experimental	knowledge	False	memory repair operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_restore	run	memory	memory	edge_restore	run memory edge_restore	plumbing	experimental	knowledge	False	memory restore operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_status	run	memory	memory	edge_status	run memory edge_status	plumbing	experimental	knowledge	False	memory status operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_sync	run	memory	memory	edge_sync	run memory edge_sync	plumbing	experimental	knowledge	False	memory sync operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_tag	run	memory	memory	edge_tag	run memory edge_tag	plumbing	experimental	knowledge	False	memory tag operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_trace	run	memory	memory	edge_trace	run memory edge_trace	plumbing	experimental	knowledge	False	memory trace operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_unlink	run	memory	memory	edge_unlink	run memory edge_unlink	plumbing	experimental	knowledge	False	memory unlink operation on edge with deterministic contract and traceable outputs.
yai.memory.edge_verify	run	memory	memory	edge_verify	run memory edge_verify	plumbing	experimental	knowledge	False	memory verify operation on edge with deterministic contract and traceable outputs.
yai.memory.embed	run	memory	memory	embed	run memory embed	plumbing	experimental	knowledge	False	Generate embedding vector
yai.memory.embed_attach	run	memory	memory	embed_attach	run memory embed_attach	plumbing	experimental	knowledge	False	memory attach operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_audit	run	memory	memory	embed_audit	run memory embed_audit	plumbing	experimental	knowledge	False	memory audit operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_checkpoint	run	memory	memory	embed_checkpoint	run memory embed_checkpoint	plumbing	experimental	knowledge	False	memory checkpoint operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_compact	run	memory	memory	embed_compact	run memory embed_compact	plumbing	experimental	knowledge	False	memory compact operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_detach	run	memory	memory	embed_detach	run memory embed_detach	plumbing	experimental	knowledge	False	memory detach operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_embed	run	memory	memory	embed_embed	run memory embed_embed	plumbing	experimental	knowledge	False	memory embed operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_graph	run	memory	memory	embed_graph	run memory embed_graph	plumbing	experimental	knowledge	False	memory graph operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_index	run	memory	memory	embed_index	run memory embed_index	plumbing	experimental	knowledge	False	memory index operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_link	run	memory	memory	embed_link	run memory embed_link	plumbing	experimental	knowledge	False	memory link operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_prune	run	memory	memory	embed_prune	run memory embed_prune	plumbing	experimental	knowledge	False	memory prune operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_query	run	memory	memory	embed_query	run memory embed_query	plumbing	experimental	knowledge	False	memory query operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_reload	run	memory	memory	embed_reload	run memory embed_reload	plumbing	experimental	knowledge	False	memory reload operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_repair	run	memory	memory	embed_repair	run memory embed_repair	plumbing	experimental	knowledge	False	memory repair operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_restore	run	memory	memory	embed_restore	run memory embed_restore	plumbing	experimental	knowledge	False	memory restore operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_status	run	memory	memory	embed_status	run memory embed_status	plumbing	experimental	knowledge	False	memory status operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_sync	run	memory	memory	embed_sync	run memory embed_sync	plumbing	experimental	knowledge	False	memory sync operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_tag	run	memory	memory	embed_tag	run memory embed_tag	plumbing	experimental	knowledge	False	memory tag operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_trace	run	memory	memory	embed_trace	run memory embed_trace	plumbing	experimental	knowledge	False	memory trace operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_unlink	run	memory	memory	embed_unlink	run memory embed_unlink	plumbing	experimental	knowledge	False	memory unlink operation on embed with deterministic contract and traceable outputs.
yai.memory.embed_verify	run	memory	memory	embed_verify	run memory embed_verify	plumbing	experimental	knowledge	False	memory verify operation on embed with deterministic contract and traceable outputs.
yai.memory.graph	run	memory	memory	graph	run memory graph	plumbing	experimental	knowledge	False	BrainGraph operations (semantic add-node/add-edge, query uses semantic+vector+activation)
yai.memory.graph_attach	run	memory	memory	graph_attach	run memory graph_attach	plumbing	experimental	knowledge	False	memory attach operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_audit	run	memory	memory	graph_audit	run memory graph_audit	plumbing	experimental	knowledge	False	memory audit operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_checkpoint	run	memory	memory	graph_checkpoint	run memory graph_checkpoint	plumbing	experimental	knowledge	False	memory checkpoint operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_compact	run	memory	memory	graph_compact	run memory graph_compact	plumbing	experimental	knowledge	False	memory compact operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_detach	run	memory	memory	graph_detach	run memory graph_detach	plumbing	experimental	knowledge	False	memory detach operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_embed	run	memory	memory	graph_embed	run memory graph_embed	plumbing	experimental	knowledge	False	memory embed operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_graph	run	memory	memory	graph_graph	run memory graph_graph	plumbing	experimental	knowledge	False	memory graph operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_index	run	memory	memory	graph_index	run memory graph_index	plumbing	experimental	knowledge	False	memory index operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_link	run	memory	memory	graph_link	run memory graph_link	plumbing	experimental	knowledge	False	memory link operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_prune	run	memory	memory	graph_prune	run memory graph_prune	plumbing	experimental	knowledge	False	memory prune operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_query	run	memory	memory	graph_query	run memory graph_query	plumbing	experimental	knowledge	False	memory query operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_reload	run	memory	memory	graph_reload	run memory graph_reload	plumbing	experimental	knowledge	False	memory reload operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_repair	run	memory	memory	graph_repair	run memory graph_repair	plumbing	experimental	knowledge	False	memory repair operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_restore	run	memory	memory	graph_restore	run memory graph_restore	plumbing	experimental	knowledge	False	memory restore operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_status	run	memory	memory	graph_status	run memory graph_status	plumbing	experimental	knowledge	False	memory status operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_sync	run	memory	memory	graph_sync	run memory graph_sync	plumbing	experimental	knowledge	False	memory sync operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_tag	run	memory	memory	graph_tag	run memory graph_tag	plumbing	experimental	knowledge	False	memory tag operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_trace	run	memory	memory	graph_trace	run memory graph_trace	plumbing	experimental	knowledge	False	memory trace operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_unlink	run	memory	memory	graph_unlink	run memory graph_unlink	plumbing	experimental	knowledge	False	memory unlink operation on graph with deterministic contract and traceable outputs.
yai.memory.graph_verify	run	memory	memory	graph_verify	run memory graph_verify	plumbing	experimental	knowledge	False	memory verify operation on graph with deterministic contract and traceable outputs.
yai.memory.index_attach	run	memory	memory	index_attach	run memory index_attach	plumbing	experimental	knowledge	False	memory attach operation on index with deterministic contract and traceable outputs.
yai.memory.index_audit	run	memory	memory	index_audit	run memory index_audit	plumbing	experimental	knowledge	False	memory audit operation on index with deterministic contract and traceable outputs.
yai.memory.index_checkpoint	run	memory	memory	index_checkpoint	run memory index_checkpoint	plumbing	experimental	knowledge	False	memory checkpoint operation on index with deterministic contract and traceable outputs.
yai.memory.index_compact	run	memory	memory	index_compact	run memory index_compact	plumbing	experimental	knowledge	False	memory compact operation on index with deterministic contract and traceable outputs.
yai.memory.index_detach	run	memory	memory	index_detach	run memory index_detach	plumbing	experimental	knowledge	False	memory detach operation on index with deterministic contract and traceable outputs.
yai.memory.index_embed	run	memory	memory	index_embed	run memory index_embed	plumbing	experimental	knowledge	False	memory embed operation on index with deterministic contract and traceable outputs.
yai.memory.index_graph	run	memory	memory	index_graph	run memory index_graph	plumbing	experimental	knowledge	False	memory graph operation on index with deterministic contract and traceable outputs.
yai.memory.index_index	run	memory	memory	index_index	run memory index_index	plumbing	experimental	knowledge	False	memory index operation on index with deterministic contract and traceable outputs.
yai.memory.index_link	run	memory	memory	index_link	run memory index_link	plumbing	experimental	knowledge	False	memory link operation on index with deterministic contract and traceable outputs.
yai.memory.index_prune	run	memory	memory	index_prune	run memory index_prune	plumbing	experimental	knowledge	False	memory prune operation on index with deterministic contract and traceable outputs.
yai.memory.index_query	run	memory	memory	index_query	run memory index_query	plumbing	experimental	knowledge	False	memory query operation on index with deterministic contract and traceable outputs.
yai.memory.index_reload	run	memory	memory	index_reload	run memory index_reload	plumbing	experimental	knowledge	False	memory reload operation on index with deterministic contract and traceable outputs.
yai.memory.index_repair	run	memory	memory	index_repair	run memory index_repair	plumbing	experimental	knowledge	False	memory repair operation on index with deterministic contract and traceable outputs.
yai.memory.index_restore	run	memory	memory	index_restore	run memory index_restore	plumbing	experimental	knowledge	False	memory restore operation on index with deterministic contract and traceable outputs.
yai.memory.index_status	run	memory	memory	index_status	run memory index_status	plumbing	experimental	knowledge	False	memory status operation on index with deterministic contract and traceable outputs.
yai.memory.index_sync	run	memory	memory	index_sync	run memory index_sync	plumbing	experimental	knowledge	False	memory sync operation on index with deterministic contract and traceable outputs.
yai.memory.index_tag	run	memory	memory	index_tag	run memory index_tag	plumbing	experimental	knowledge	False	memory tag operation on index with deterministic contract and traceable outputs.
yai.memory.index_trace	run	memory	memory	index_trace	run memory index_trace	plumbing	experimental	knowledge	False	memory trace operation on index with deterministic contract and traceable outputs.
yai.memory.index_unlink	run	memory	memory	index_unlink	run memory index_unlink	plumbing	experimental	knowledge	False	memory unlink operation on index with deterministic contract and traceable outputs.
yai.memory.index_verify	run	memory	memory	index_verify	run memory index_verify	plumbing	experimental	knowledge	False	memory verify operation on index with deterministic contract and traceable outputs.
yai.memory.node_attach	run	memory	memory	node_attach	run memory node_attach	plumbing	experimental	knowledge	False	memory attach operation on node with deterministic contract and traceable outputs.
yai.memory.node_audit	run	memory	memory	node_audit	run memory node_audit	plumbing	experimental	knowledge	False	memory audit operation on node with deterministic contract and traceable outputs.
yai.memory.node_checkpoint	run	memory	memory	node_checkpoint	run memory node_checkpoint	plumbing	experimental	knowledge	False	memory checkpoint operation on node with deterministic contract and traceable outputs.
yai.memory.node_compact	run	memory	memory	node_compact	run memory node_compact	plumbing	experimental	knowledge	False	memory compact operation on node with deterministic contract and traceable outputs.
yai.memory.node_detach	run	memory	memory	node_detach	run memory node_detach	plumbing	experimental	knowledge	False	memory detach operation on node with deterministic contract and traceable outputs.
yai.memory.node_embed	run	memory	memory	node_embed	run memory node_embed	plumbing	experimental	knowledge	False	memory embed operation on node with deterministic contract and traceable outputs.
yai.memory.node_graph	run	memory	memory	node_graph	run memory node_graph	plumbing	experimental	knowledge	False	memory graph operation on node with deterministic contract and traceable outputs.
yai.memory.node_index	run	memory	memory	node_index	run memory node_index	plumbing	experimental	knowledge	False	memory index operation on node with deterministic contract and traceable outputs.
yai.memory.node_link	run	memory	memory	node_link	run memory node_link	plumbing	experimental	knowledge	False	memory link operation on node with deterministic contract and traceable outputs.
yai.memory.node_prune	run	memory	memory	node_prune	run memory node_prune	plumbing	experimental	knowledge	False	memory prune operation on node with deterministic contract and traceable outputs.
yai.memory.node_query	run	memory	memory	node_query	run memory node_query	plumbing	experimental	knowledge	False	memory query operation on node with deterministic contract and traceable outputs.
yai.memory.node_reload	run	memory	memory	node_reload	run memory node_reload	plumbing	experimental	knowledge	False	memory reload operation on node with deterministic contract and traceable outputs.
yai.memory.node_repair	run	memory	memory	node_repair	run memory node_repair	plumbing	experimental	knowledge	False	memory repair operation on node with deterministic contract and traceable outputs.
yai.memory.node_restore	run	memory	memory	node_restore	run memory node_restore	plumbing	experimental	knowledge	False	memory restore operation on node with deterministic contract and traceable outputs.
yai.memory.node_status	run	memory	memory	node_status	run memory node_status	plumbing	experimental	knowledge	False	memory status operation on node with deterministic contract and traceable outputs.
yai.memory.node_sync	run	memory	memory	node_sync	run memory node_sync	plumbing	experimental	knowledge	False	memory sync operation on node with deterministic contract and traceable outputs.
yai.memory.node_tag	run	memory	memory	node_tag	run memory node_tag	plumbing	experimental	knowledge	False	memory tag operation on node with deterministic contract and traceable outputs.
yai.memory.node_trace	run	memory	memory	node_trace	run memory node_trace	plumbing	experimental	knowledge	False	memory trace operation on node with deterministic contract and traceable outputs.
yai.memory.node_unlink	run	memory	memory	node_unlink	run memory node_unlink	plumbing	experimental	knowledge	False	memory unlink operation on node with deterministic contract and traceable outputs.
yai.memory.node_verify	run	memory	memory	node_verify	run memory node_verify	plumbing	experimental	knowledge	False	memory verify operation on node with deterministic contract and traceable outputs.
yai.memory.session_attach	run	memory	memory	session_attach	run memory session_attach	plumbing	experimental	knowledge	False	memory attach operation on session with deterministic contract and traceable outputs.
yai.memory.session_audit	run	memory	memory	session_audit	run memory session_audit	plumbing	experimental	knowledge	False	memory audit operation on session with deterministic contract and traceable outputs.
yai.memory.session_checkpoint	run	memory	memory	session_checkpoint	run memory session_checkpoint	plumbing	experimental	knowledge	False	memory checkpoint operation on session with deterministic contract and traceable outputs.
yai.memory.session_compact	run	memory	memory	session_compact	run memory session_compact	plumbing	experimental	knowledge	False	memory compact operation on session with deterministic contract and traceable outputs.
